title,release_date,album,n-words,lyrics
What Would Pluto Do by Drake,2023-10-06 00:00:00,For All The Dogs,6,"134 ContributorsTranslationsEspañolPortuguêsEnglishDeutschWhat Would Pluto Do Lyrics[Chorus: Drake & Lil Yachty]
Damn, okay (Yeah)
I been out the way in a cut, it's been a minute (Been a minute)
Workin' on a album, now it's finished
Last time I saw her, she was fuckin' with my nigga
So the question is, the question is (Yeah)
What would Pluto do? He'd fuck the ho, so I did it (Yeah, yeah)
What would Pluto do? He'd fuck the ho, so I did it (Yeah, yeah)
What would Pluto do? He definitely fuckin' on this ho, ayy
[Verse 1: Drake]
Wigglin' back into my old ways, ayy
Bunch of sedatives, hypnotics in my system, okay
Life is goin' just how I predicted, okay
Droppin' two Cialis in a liquid, okay
I ain't got a strap, I gotta risk it, okay
Baby girl, Adonis need a sister, okay
And my baby mama out the picture, okay
Think I'm 'Luminati 'cause I'm rich, well, okay

[Verse 2: Drake]
Diamonds in the sky
Put your face down, ass in the air
Two cups up, ayy, bussin' off pill
Keep our shit trill, crack a new seal
New Rolls, bought it for the thrill
Too lazy to even change out the wheel
Yeah, thought they knew my body, guess they don't
Thought they knew my body, guess they don't, ayy
Thought they knew my body, guess they
Ayy, guess they don't
You might also like[Verse 3: Drake & Lil Yachty]
I'm geekin' off of my pride (Yeah, yeah)
Lost my Sprite deal 'cause Wayne kept pourin' fives
You know I'm beefin' with much older guys (Much older guys)
'Fore I catch up with them, then probably
Ayy, what, R.I.P. them fuck niggas (Damn, what)
What, really hate a rap nigga
Let's not even talk about them fuck niggas, fuck them
Hit my line talkin' 'bout what's up, well, what's up then?
Last time I saw you, you was talkin' about reduction
Lookin' at you now, I see you ain't get rid of
Lookin' at you now, I see you ain't get rid of nothin'
Where you get that jeans from? Who sewed the buttons?
'Cause that shit still poppin' out the front and the back
That shit still poppin' out the, damn
That shit came poppin' out them jeans like a ghost
Girl, you gotta pop that on me like a Coke
Swear I wanna crack behind your back like a joke
Swear I wanna lift you up high like your hopes
Swear I wanna tear your box out like a coach
Get inside and bend a dick just like the pope (Mm)
Girl, you got me beggin' for a ten like I'm broke (Slatt)
Girl, I want us hangin' in the summer like a coat
Girl, I wanna slide in your box like a vote
Tryna have you comin' out your shell like the yolk (Ooh)
But I heard that you fuckin' with a nigga that I know (Okay, so?)
[Chorus: Drake & Lil Yachty]
Damn, okay ('Kay)
I been out the way in a cut, it's been a minute (Been a minute)
Workin' on a album, now it's finished (Yeah, it's done)
Last time I saw her, she was fuckin' with my nigga
So the question is (Yeah), the question is (Yeah)
What would Pluto do? He'd fuck the ho, so I did it (Yeah, yeah)
What would Pluto do? He'd fuck the ho, so I did it (Yeah, yeah)
What would Pluto do? He definitely fuckin' on this ho

[Outro: Lil Yachty]
(Yeah, yeah)4Embed"
What Would Pluto Do (Original)* by Drake,2023-10-06 00:00:00,(No Album),1,"10 ContributorsWhat Would Pluto Do (Original)* LyricsLyrics from Snippets

[Chorus: Drake]
...
What would Pluto do? He'd fuck the ho, so I did it (Yeah, yeah)
What would Pluto do? He definitely fuckin' on this ho, ayy

[Verse 1: Drake & Lil Yachty]
Wigglin' back into my old ways, ayy
Bunch of sedatives, hypnotics in my system, okay
Life is goin' just how I predicted, okay
Droppin' two Cialis in a liquid, okay
I ain't got a strap, I gotta risk it, okay
Baby girl, Adonis need a sister, okay
And my baby mama out the picture, okay
Think I'm 'Luminati 'cause I'm rich, well, okayy (Ayy)

[Verse 2: Drake]
Now I...
...
...come, ayy
Bust it, I'ma be here, ayy
People sneak trade, get what I'm sayin'
Blue bubble hoe, courts went grey
Too lazy to even change out the wheel
Yeah, thought they knew my body, guess they don't
Thought they knew my body, guess they don't, ayy
Thought they knew my body, guess they
Ayy, guess they don't
...
You might also like[Verse 3: Drake]
...
...girl, I'ma slide in your box like a vote
Tryna hit the fine out your shit like a note
But I heard you fuckin' with a nigga that I know...
...Embed"
Members Only by Drake (Ft. PARTYNEXTDOOR),2023-10-06 00:00:00,For All The Dogs,1,"109 ContributorsTranslationsEspañolPortuguêsDeutschEnglishMembers Only Lyrics[Intro: Drake & PARTYNEXTDOOR]
Wait
Wait, wait, wait, yeah
Wake up every day
Lord, please guide my way
I'm so grateful (Yeah)

[Verse 1: Drake, PARTYNEXTDOOR & Both]
I can't wait for September
'Cause that means that next month, it's goin' down like timber
You're too down with the gangy, you're one of my members
She gotta represent for the guys now, they gotta see a part of me in her (Yeah)
Red flag, blue flag, green flag, and a white flag to surrender (Yeah)
My ex girl was a head case, I cannot defеnd her

[Chorus: Drake & Both]
You're too down with the gangy, you'rе one of my members
They see you comin' 'round in the realest way, now them hoes gettin' friendlier
You're too down with the
You're too down with the gangy, with the gangy
With the, what, with the gangy
You're too down with the members
You're too down for the O, girl, fuck November, December

[Verse 2: PARTYNEXTDOOR]
Ask them other guys in the city what happened
LOL gang, we the last ones laughin'
Are you jackin' them or jackin' us?
When you ride around the 6ix, girl
Are you slappin' them or slappin' us?
I know the answer
I'll take you farther than Mexico (Yeah, yeah)
You still got niggas hard pressed on you though (Yeah)
I know you, shorty a ten, but not the Messi ho (Yeah)
You standin' tall like the star-spangled
I'll give you my all if you're ready for it
Hop off the block if you're Jenny for me (Yeah)
Hop off the yacht with the Henny for me (Gangsta, gangsta, gangsta)
You know the airport is callin' our name
You know the Clearport is callin' our name
I'll take you farther than Biscayne, my girl (Woo, gangsta, gangsta, yeah)
You might also like[Chorus: Drake, PARTYNEXTDOOR & Both]
You're too down with the gangy, you're one of my members (Yeah)
They see you comin' 'round in the realest way, now them hoes gettin' friendlier
You're too down with the
You're too down with the gangy, with the gangy
With the, what, with the gangy
You're too down with the members
You're too down for the O, girl, fuck November, December
You're too down for the O, girl, the O, girl

[Verse 3: Drake]
Going deeper inside, my feelings can't subside
These walls are so thin, you gon' wake up the whole eastside, girl
Feel like I'm bi 'cause you're one of the guys, girl
All jokes aside, you gon' wake up the whole eastside
Wake up the whole eastside
Comin' from Jahron B side
On the road, goin' eighty
I live like forty minutes from you, that sex drive is crazy
You used to jack the other side, but that shit doesn't phase me
Not at all
Those guys were never gangy, those guys are in a strange place
Say you started datin' girls now, say it to me with a straight face
Oh, now it's girls
I wanna know all of your kinks
I wanna touch more money than Brinks
I bet I could change how you think
I know, I know I could have us both
Both comin' at the same time like, ""Jinx,"" I'm talkin' dirty
Time to arch that back and put both hands down like 6:30
N-Y-see me later when I'm right there like New Jersey
All your friends keep judgin' us, it's like you're my attorney5Embed"
Drew A Picasso by Drake,2023-10-06 00:00:00,For All The Dogs,2,"102 ContributorsTranslationsEspañolPortuguêsРусскийDeutschDrew A Picasso Lyrics[Intro]
(Baby, you know, you know, you know I need your love)

[Verse 1]
You cannot find no one better than this
Tryna do right by you, but we can't mix, I try
Takin' three months off, then fuckin' again
After you said we not fuckin' again
Never say ""never,"" just say what it is
Act like you need some insurance on it
We didn't get here on accident
Don't make me bring out them racks again
Your two best friends are some savages
Damn, how many days has it been?
Somethin' is different, not genuine
Movin' like Snoopy and Charlie Brown
Feel like you tryna dog the kid

[Bridge]
You're mine
Too many reasons why
I can't picture you with him
That's just so embarrassin'
I want to diе, to die
I swear that I wanted you back thеn
Waitin' on you like a backend
You bad as fuck, ain't no cappin'
Statements you claimed never happened
You might also like[Verse 2]
This can't be the shit that you doin' to me
All of them nights you was slidin' around
Told me what niggas was doin' to you
That's the same shit that you doin' to me
You in the city, you laid up with him
While I'm on the road with no one to see
There's no way
(Baby, you know, you know, you know I need your love)

[Verse 3]
'Cause you cannot find no one better than this
Tryna do right by you, but we can't mix, I try
Fuckin' and argue and fuckin' again
After you said we not fuckin' again
Probably coulda made it work again if I
Was man enough to tell you you was wrong
Man enough to not put it in a song
For the world to sing along
Man enough, I coulda told you on my own
Man enough to admit that
Paragraph I sent last night, yeah, I probably shoulda never sent that
And when you layin' on your stomach, only time I ever wanna get my lick back
How the outsiders know the inside? They was never supposed to get that, nah

[Refrain]
And that's just so embarrassin'
I want to die, to die
[Verse 4]
Ayy, I'm the one that you was wishin' for when you was married
That tale wasn't much of a fairy
Christmas, it wasn't that merry
You a trophy to me like the Larry
Ayy, I'm the one that you was wishin' for
Ayy, I'm the one that you was wishin' for
In Miami and the owls with me like they just put my ass in Gryffindor
Mouth dry over twenty that I never bother gettin' no prescription for
Steez sayin' that you miss me and I won't say it to you, but I miss you more
Said we got each other back and then you put the knife in it like the kitchen drawer
Way I'm feelin' on this album, really took it easy on you, coulda written more
If the shoe was on the other foot and it was me, it woulda been guerilla war
Since you know I got a soft spot for you, this has turned into a civil war
Artists hittin' on you, broke as fuck, I swear them niggas probably live in Singapore
The athlete that you rollin' with, I saw his game last night, he didn't score
Fuck, I gotta say a little more
Show you spots you never been before
It's fucked up that we was goin' once and now you're goin' twice like a biddin' war
Why you act like just 'cause I go to the strip club, girl, that I don't love you?
You still listenin' to R Kelly in the whip, baby girl, and I don't judge you
I'ma end this shit and let the 40 beat play before I snap
In Booby Trap, throwin' more bills than your baby daddy trap

[Outro]
Yeah, grrah9Embed"
First Person Shooter by Drake (Ft. J. Cole),2023-10-06 00:00:00,For All The Dogs,10,"306 ContributorsTranslationsEspañolDeutschPortuguêsРусскийFirst Person Shooter Lyrics[Part I]

[Intro: J. Cole]
(Pew, pew-pew)
First-person shooter mode, we turnin' your song to a funeral
To them niggas that say they wan' off us, you better be talkin' 'bout workin' in cubicles
Yeah, them boys had it locked, but I knew the code
Lot of niggas debatin' my numeral
Not the three, not the two, I'm the U-N-O
Yeah
Numero U-N-O
Me and Drizzy, this shit like the Super Bowl
Man, this shit damn near big as the

[Chorus: Drake]
Big as the what? (Ah)
Big as the what? (Mm)
Big as the what? (Ayy)
Big as the Super Bowl

[Verse 1: Drake]
But the difference is it's just two guys playin' shit that they did in the studio
Niggas usually send they verses back to me and they be terrible, just like a two-year-old
I love a dinner with some fine women when they start debatin' about who the G.O.A.T.
I'm like go on 'head, say it then, who the G.O.A.T.?
Who the G.O.A.T.? Who the G.O.A.T.? Who the G.O.A.T.?
Who you bitches really rootin' for?
Like a kid that act bad from January to November, nigga, it's just you and Cole
You might also like[Chorus: Drake]
Big as the what? (Ah)
Big as the what? (Mm)
Big as the what? (Ayy)
Big as the Super Bowl
[Verse 2: J. Cole]
Niggas so thirsty to put me in beef
Dissectin' my words and start lookin' too deep
I look at the tweets and start suckin' my teeth
I'm lettin' it rock 'cause I love the mystique
I still wanna get me a song with YB
Can't trust everything that you saw on IG
Just know if I diss you, I'd make sure you know that I hit you like I'm on your caller ID
I'm namin' the album The Fall Off, it's pretty ironic 'cause it ain't no fall off for me
Still in this bitch gettin' bigger, they waitin' on the kid to come drop like a father to be
Love when they argue the hardest MC
Is it K-Dot? Is it Aubrey? Or me?
We the big three like we started a league, but right now, I feel like Muhammad Ali
Huh, yeah, yeah, huh-huh, yeah, Muhammad Ali
The one that they call when they shit ain't connectin' no more, feel like I got a job in IT
Rhymin' with me is the biggest mistake
The Spider-Man meme is me lookin' at Drake
It's like we recruited your homies to be demon deacons, we got 'em attending your wake
Hate how the game got away from the bars, man, this shit like a prison escape
Everybody steppers, well, fuck it, then everybody breakfast and I'm 'bout to clear up my plate (Huh, huh, huh)
When I show up, it's motion picture blockbuster
The G.O.A.T. with the golden pen, the top toucher
The spot rusher, sprayed his whole shit up, the crop duster
Not Russia, but apply pressure
To your cranium, Cole's automatic when aimin' 'em
With The Boy in the status, a stadium
Nigga
[Part II]

[Intro: Drake]
Ayy, I'm 'bout to, I'm bout to
I'm 'bout to, yeah
Yeah

[Verse: Drake]
I'm 'bout to click out on this shit
I'm 'bout to click, woah
I'm 'bout to click out on this shit
I'm 'bout to click, woah
I'm down to click out you hoes and make a crime scene
I click the trigger on the stick like a high beam
Man, I was Bentley wheel whippin' when I was nineteen
She call my number, leave her hangin', she got dry-cleaned
She got a Android, her messages is lime green
I search one name, and end up seein' twenty tings
Nadine, Christine, Justine, Kathleen, Charlene, Pauline, Claudine
Man, I pack 'em in this phone like some sardines
And they send me naked pictures, it's the small things
You niggas still takin' pictures on a Gulfstream
My youngins richer than you rappers and they all stream
I really hate that you been sellin' them some false dreams
Man, if your pub was up for sale, I buy the whole thing
Will they ever give me flowers? Well, of course not
They don't wanna have that talk, 'cause it's a sore spot
They know The Boy, the one they gotta boycott
I told Jimmy Jam I use a GRAMMY as a door stop
Girl gave me some head because I need it
And if I fuck with you, then after I might eat it, what?
Niggas talkin' 'bout when this gon' be repeated
What the fuck, bro? I'm one away from Michael
Nigga, beat it, nigga, beat it, what?
[Outro: Drake]
Beat it, what? Beat it, what? Beat it, what? Beat it, what?
Beat it, what? Beat it, what? Beat it, what? Beat it, what?
Beat it, what? Beat it, what? Beat it, ayy, beat it, what?
Don't even pay me back on none them favors, I don't need it8Embed"
Calling For You by Drake (Ft. 21 Savage),2023-10-06 00:00:00,For All The Dogs,8,"104 ContributorsTranslationsEspañolDeutschРусскийPortuguêsCalling For You Lyrics[Intro: Drake]
Grr

[Verse 1: Drake]
I was in the club 'fore she even had it
She was twenty-one, I don't see a savage
She wanna be the one, she know I'm comin' static
She wanna hold the gun, if you want it, you can have it
Shawty still young, so she don't know the classics
I see her body, one-of-one, yeah
I see her body, one-of-one
Get to the crib, make you cum
Pussy sweet, call you my honeybun (Tss)
I know your nigga was a bum
Fuck on the crodie, have some fun
Girl, I'm the king of my city, I'm the one (Tss)
Swear you can have me, you really one-of-one (Tss)
How you so nasty? You really one-of-one (Tss)
How you so flashy? You really one-of-one (Tss)
Out in Miami, you still a one-of-one (Tss)
I wanna beat on the pussy 'til the sun come up
You fucked on a nigga I see as my son, so what?
Yeah, I was in the club, but I was in the cut
Had liquor in my cup, had passion in my cup
And Addy in my system, see a opp, I'ma hit 'em up
Yeah, he gon' be a victim, I was tryna dance with the bitch
Couldn't keep my hands off her hips
Know she spent some bands on her fit
Know I told you that she really one-on-one
Chro', yeah, she advanced with the shit
And I got a chance with the bitch
Loverboy, romance with the bitch
Couldn't even put my mans on a bitch
Like, damn
You might also like[Chorus: Fridayy]
Callin', callin' for you
Callin' for you, callin' for you
Callin' for you
Need you to guide my eyes, feel it on me
Needin' you to hold me
'Til the inevitable
It was on my mind, felt it on me

[Interlude: Mirna Habib]
Ah, he lied to me
Yo, he lied to me
Like I didn't even give a fuck that we sat in economy
I gave a fuck 'cause he said the economy was full
It was not full
He said, ""Economy was—""
He said, ""There was no first class, so we're sitting in economy""
I get up on that plane
I see so many seats in first class
Twelve, like, twelve, fourteen seats
Bruh
I sat in the back of the plane
Fucking crazy
And then, I go on that wack-ass vacation
The chef is feeding us the same meal every day like I was, like, in jail still or something
I'm like, ""Why are we eating jerk chicken and oxtail every single day, can we switch it up?""
No, the oxtail was fire though, but can we switch it up?
I can't eat that shit every day, what?
And then you proceed to go through my phone
You wanted to cry
You were lookin' for something
That's on you, it's on you
Sorry for your loss
[Verse 2: 21 Savage]
Woah, woah
Fuck nigga wanna get fired on (21)
Starch a nigga up, put the iron on him (21)
Fah-fah-fah-fah-fah-fah-fah-fah
Fah-fah-fah-fah-fah-fah-fah-fah
Plenty niggas dyin' over that way (Yeah)
Quick to leave a opp in the ashtray (Pussy)
Keep a .19 like I'm Mac Dre (21)
Make a nigga mama have a bad day (21)
21 gang 4L, these niggas gon' tell
I ain't goin' back and forth on deals (On God)
I ain't goin' back and forth, send shells (On God)
I ain't goin' back and forth, nigga, spin (Fah)
Put a college bitch in a Benz (21)
Put her in the Benz, no note (21)
Hit 'em from the car, no scope (21)
We don't never tie, we score (On God)
She suck on my neck like she Dracula (Yeah)
Hit from the back, I might tackle her (Yeah)
Don't ask 'bout my opps 'cause we smackin' 'em (Yeah)
Fuck my opps, they haters (Pussy)
Fuck my opps, they hoes (Pussy)
The bitches that come around suck dick and don't pull they phone out, dem ones pros (On God)
Bitch, if you love me, then spoil me (21)
I treat the rap game like a toilet (On God)
All of my kids get left in her mouth, she say she don't believe in abortions (21)
Oh, you went got you a boyfriend? (21)
I see he be on his dork shit (21)
Nah, I ain't judgin', but they in the nosebleeds
You know I be on my court shit (Facts)4Embed"
Virginia Beach by Drake,2023-10-06 00:00:00,For All The Dogs,3,"107 ContributorsTranslationsEspañolРусскийDeutschPortuguêsFrançaisVirginia Beach Lyrics[Intro: Drake & Frank Ocean]
I bet your mother would be proud of you, ooh (You, you, you, oh)
I bet our mother would be proud of you, oh
I know what you say
You say I coulda treated you better or whatever, but
I don't know, I think I did alright
Know what I'm sayin'?
And you know how you get
Drawin' conclusions like you got a Parsons degree or somethin'
I coulda treated you better, that's crazy
Nope

[Chorus: Drake]
Lean in, lean in soda, Fanta, fantasizin'
That's not love you're in, it's more like compromisin'
I move mountains for you, fuck that social climbin'
Lean into me, lean into me
Yeah, lean in, lean into me

[Verse 1: Drake]
Pussy, it makin' me tweak, ended up stayin' a week
She pretty but ghetto, pretty but rough, just like Virginia Beach
I wanna get back to the days that you loved me for nothin' but what you could see
You bust down the Jubilee, I swapped it and made you go factory, wait
You put some pain in me, I wanna get back to the major league
She wanna grab on the throttle, I wanna get back in the driver's seat
That nigga spent his last check on your car and you got it and drove it to me
Asked me if I coulda treated you better, but no
You might also like[Chorus: Drake]
Lean in soda, Fanta, fantasizin'
That's not love you're in, it's more like compromisin'
I move mountains for you, fuck that social climbin'
Lean into me, lean into me
Lean in, lean into me

[Break: Drake]
Yeah, yeah
Yeah
Grr, grr
Yeah

[Verse 2: Drake]
Our texts feelin' like a fencin' match, your temper shorter and I'm sensin' that
You keep talkin' 'bout some, ""Period,"" but where you 'bout to end the sentence at?
'Cause you been goin' off on my ass, then I tell your ass where I'm at
And you act like I'm not supposed to mention that
I introduce you to my friends' girlfriends, you ain't interested in makin' friends
Talkin' 'bout you wanna cook for a nigga in the kitchen, can you make amends?
Least we know you got the cakes on you, girl, you should prolly stick to bakin' then
Birkin is croc like the rubber shoe, I swear that I'm not tryna smother you
I got to know a whole other you, but let's not forget how I discovered you
We ain't even gotta mention that, any nigga try and trouble you
He gon' find out that it's on-site like W-W-W
On site like dot-com, put a baby in you, you a hot mom
Yeah, ask me if I coulda treated you better, but no
Not at all, not at all
[Outro: Frank Ocean]
I bet our mother would be proud of you, ooh (Mother would be proud)13Embed"
Away From Home by Drake,2023-10-06 00:00:00,For All The Dogs,9,"120 ContributorsTranslationsDeutschAway From Home Lyrics[Intro]
(I-I-I—)
Ayy, what?
It's so, is it real?
Yeah, ayy

[Verse 1]
Give a fuck if they remember
I was in the cold, windows froze, I was sleepin' in the whip tryna get a fucking grip
I remember
Didn't have no hoes tryna go, all these rappers lil' broed me, fuck, fuck
Fuck 'em, I remember
Way before they had a fuckin' DM, I was whippin' in the Ac' like that shit was European
I remember
I remember drivin' Holland Tunnel for a label meetin', thinkin' 'bout more cake than a funnel
I remember
Now these niggas don't remember
I know Neeks remember, I know Jay remember, Chubbs'll make them boys remember
Dead broke, splittin' pennies with my members
Fuck a spread, we was splittin' chicken tenders (I-I-I—)
'Member I was sleepin' in the basement, watchin' Tigger in the basement, I was tryna get a placement
I remember
Days in the East with the bros, watchin' Tristan and Devoe while they runnin' up the score
I remember
TT was headed to the league, I was sleepin' up at Metalworks tryna plant a seed
I remember
Rollin' through the city, gettin' beats, always peepin' out the streets 'cause I was beefin' with the bleeks
I remember
I was tryna get a portion, tryna make a fortune
B-Town with Candy, I'm tryna be her boyfriend
3 AM at Y2, runnin' off endorphins
Start adoptin' all my brothers' beefs like a orphan
I was still on roads when it's pourin' and stormin'
This shit is not rewardin', I do not feel important
I wanna see some scratch from the shit that I'm recordin'
In Memphis smokin' Blacks, tryna act like I enjoy them (I-I-I—)
Maurice François Girbaud what I'm sportin'
And Mos Def gave me like a rack for performin'
Crib I got now make me think of when I had to put some money on a mortgage
You might also like[Chorus]
This don't feel like home anymore
It's just wall, doors, and floors
That only I can afford
Remember when it used to mean more, mean more
I got money in the top drawer
That ain't much, but we not poor
You're mine and I'm yours
Like a broke couple we on one accord, for sure

[Verse 2]
I remember pullin' up at TAO, seein' Quincy Jones, nigga talkin' to me like he proud
I remember
I remember Mike designed the owl, then he sued the fucking guys, and he duckin' until now
I remember (I-I-I—)
'Member Reesie stayin' at the house, then she left me for my dawg like she never took the vow
I remember
My cousin Ryan fronted me a pound and I couldn't even flip it, had to bring it back around
I remember
I remember printin' up our T-shirts with Kai, we in love with the same girl, beefin' like a cow
I would pick them shits up, nigga wouldn't even smile
Nigga better crack a smile 'fore we do a nigga foul
To keep it real, I wasn't really gangster 'til now
I was livin' on a cloud, I was quiet as a mouse
I was in the club gettin' lost in the crowd
Wasn't doin' what I wanted to, I'd do what was allowed
I remember fightin' over Monica with Jason
I remember only knowin' Andre and Jason
I remember buyin' all the iceberg from Jason
That's three different Jasons, my life like The Matrix (I-I-I—)
Even got on 106 & Park with Replacement
My mama was my manager, my uncle was my agent
Dr. Dre'll send a nigga home, that took patience
Four GRAMMY's to my name, a hundred nominations
Esperanza Spalding was gettin' all the praises
I'm tryna keep it humble, I'm tryna keep it gracious
Who give a fuck Michelle Obama put you on her playlist?
Then we never hear from you again like you was taken
Who the CEO of Universal? They mistaken
'Cause Google sayin' Lucian, but that just doesn't make sense
Who fillin' up the piggy bank? Who bringin' home the bacon?
This shit don't come on vinyl, I'm still record-breakin'
How could I forget? How could I forget?
I was on a Greyhound way before the jet
Buffalo, New York was like the furthest I could get
At the Walden Galleria tryna make the money stretch (I-I-I—)
Student Price Card and a Yorkdale connect
Whole time, Courtne Smith was keepin' me in check
Try and find an inch of the city I ain't stepped in
If it's war, I'll lay my life down for the set then
[Outro]
Yeah
And I put that shit on Mazin and that nigga was my best friend
Yeah
And I put that shit on Johnny Bling, that nigga was my best friend
Right
And I put that shit on Richard, that nigga was my best friend
Ayy, yeah
Broke his right hand, still took a fight with his left hand
I remember
I remember
Yeah
I-I—2Embed"
7969 Santa by Drake,2023-10-06 00:00:00,For All The Dogs,1,"90 ContributorsTranslationsPortuguêsDeutschEspañolРусский7969 Santa Lyrics[Intro: Drake]
Wait, wait, wait, wait, wait, wait, damn
Damn, that's how you're dealin' with me, damn
Damn, that's how you're, that's how you're
Ayy, look, look

[Verse 1: Drake]
Who the fuck is that? It's a disguise
You ain't who I thought I recognized
Twenty thousand pound on your rent
Bitch, I coulda spent that on the guys

[Refrain: Drake & Chief Keef]
I don't like what you did on them trips (Shit I don't like)
I don't like what you did to your lips (Shit I don't like)
I don't like the tone of your replies (Shit I don't like)
I don't like the look that's in your eyes (Shit I don't like)
Blame this shit on bein' twenty-five
That excuse for me just doesn't fly
Zack keep sayin', ""Meet at seven-nine""
But that shit just gon' have you on my mind, yeah

[Chorus: Drake]
I just wanna gеt you off of my mind
I just wanna get you off of my mind
I just wanna get you off of my mind
Ayy, yeah, damn
Damn, that's how you'rе dealin' with me, damn
Damn, that's how you're dealin' with me, damn
I just wanna get you off of my mind
I'm seven-nine-six-nine, seven-nine-six-nine, seven-nine-six
Seven-nine-six-nine, seven-nine-six-nine
You might also like[Verse 2: Drake]
Ayy
Since I had some space to myself
I typed some shit, then I erased what I felt
That talk we had the other day didn't help
Because you really think you out here movin' stealth
I met the nigga everybody say you fucked
And I could tell he wasn't actin' like hisself
Got you out here movin' waste like a belt
If it ain't him, then it must be somebody else, damn

[Refrain: Drake & Chief Keef]
I don't like what you did on them trips (Shit I don't like)
I don't like what you did to your lips (Shit I don't like)
I don't like you tellin' just one side (Shit I don't like)
I don't like the fact you never cry (Shit I don't like)
Blame that shit on bein' twenty-five
That excuse for me just doesn't fly
Zack keep sayin', ""Meet at seven-nine""
That shit just gon' have you on my

[Interlude: Teezo Touchdown]
(Baby) Dogs will be dogs
(You know I'm in the streets) Though we may roam
(But I promise) Leave the door open
Tonight, I'm comin' home (I'm comin' home)
Dogs will be dogs (I know you feel me, baby)
No leash in sight
Leave the door open
I'm comin' home tonight (I mean the dogs)
Ah-ooh, ah-woo
Ah-ooh, ah-woo (I mean the dogs)
Ah-ooh (Yeah)
[Outro: Snoop Dogg]
That's that new Teezo Touchdown, straight
For all the dogs that's drivin' around in Beaumont lookin' for some cat
All you pitbulls should know by now that hundreds in a roll look like tuna in a bowl (Tuna)
This is Curtis Cut-A-Bitch-Off
And you're listenin' to BARK Radio, live from Chapel Hill
Where the South was won, whatever that means
We got some new Drake and SZA comin' up
And we gon' be givin' away some Drake tickets as well
You know he comin' to the H-Town to tear the roof off that motherfucker
This is BARK Radio3Embed"
Another Late Night by Drake (Ft. Lil Yachty),2023-10-06 00:00:00,For All The Dogs,2,"108 ContributorsTranslationsEspañolРусскийPortuguêsDeutschAnother Late Night Lyrics[Intro: Drake]
(Grow up, nigga)
Grrah, grrah, ayy
This lil' Drizzy reppin' 'Crete, ayy
My brother Capo from the way, he from the street, ayy
Wanna fuck with me? Well, baby, I'm discreet, ayy

[Verse 1: Drake]
Ayy, thinkin' 'bout this pill I took, pillow talkin'
Shawty rinsin' Dillon Brooks, can't believe this nigga talkin', damn
My bank account is magnolia, Milly rockin', ayy
Weirdos in my comments talkin' 'bout some Millie Bobby, look
Bring them jokes up to the gang, we get to really flockin'
Or send a finger to your mama in some FedEx boxes
Open up that shit, it's jaw droppin', really shockin', ayy
I ain't pretty flacko, bitch, this shit get really rocky, ayy, what? Damn, what?
Dirty how I did him in the Wraith, what? Say
She actin' Hollywood, this ain't L.A., no way
She a pretty little liar like she Shay, but that's bae
Long as she don't lie to me, then it's okay

[Chorus: Drake & Lil Yachty]
It's just another late night with my bitch, ayy
Just another late night with my bitch, ayy (With my bitch)
And I hate to even call her ass my bitch, ayy (Yeah, my bitch)
'Cause I love that ho, don't even make no sense, man (Pssh, pssh)
Just another late night with my dawg (Pssh, with my dawg)
Just another late night with my bitch (Pssh, with my bitch)
And we ridin' 'round tryna make sense (Make sense)
Of whatever comes first, it comes next (Yeah, blatt)
You might also like[Break: Lil Yachty]
Hm, hm (Grrah, pssh), hm (Yeah, pssh), hm (Yeah, pssh)
Hm, hm (Pssh), hm (Concrete), hm
Huh, yeah (Pssh), huh, yeah, yeah, huh (Pssh)

[Verse 2: Lil Yachty]
It's Lil Boat, I'm practically now from the 6ix (Pssh, pssh)
My doggy Luxxy ignorant, he from the bricks
Thinkin' 'bout this styrocup, really Wockin'
Let her fuck on one my opps, let's see who really poppin'
Demolition gang, pop out, yeah, we get it knockin'
Boost a white bitch up and now she think she really poppin'
Fuck my bitch new body, sadly, I got demoitis
My bitch know it's us without openin' either of her eyelids (Us)
It be so pure I don't even fuck, ain't tryna raise her mileage
You take G6s knowin' you'll never take one with pilot ('Kay)
I let her go, she fine as hell but baby wasn't stylish (Yeah)
She had big tits like Billie Eilish but she couldn't sing (Drip)
We catch the opps, don't want no apologies, just kiss the ring (Mwah)
(Brrt) Yeah, ring, (Brrt, damn), yeah, ring
(Brrt) Mwah, ring, (Brrt), yeah, ring
I'll support the opps before I support sippin' green ('Kay)
We up in the Turks with twenty bitches, just me and my team (Us)
[Chorus: Drake & Lil Yachty]
It's just another late night with my bitch, ayy
Just another late night with my bitch, ayy (With my bitch)
And I hate to even call her ass my bitch, ayy (Yeah, my bitch)
'Cause I love that ho, don't even make no sense, man (Pssh, pssh)
Just another late night with my dawg (Pssh, with my dawg)
Just another late night with my bitch (Pssh, with my bitch)
And we ridin' 'round tryna make sense (Make sense)
Of whatever comes first, it comes next (Yeah, blatt)4Embed"
